Well,Sample,Target,Conc(copies/µL),Status,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
D07,C1_27C_D7_2B,C1,4.787272453,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,95.74545288,,,6.351924419,3.504440784,10835,44,10791,0,0,0,0,,,,,,,,,13500,,,,,,,,,,,,,,17531.08483,5547.63275,5596.296515,,,,,5.54468298,4.102478027,,,,,,,,,,,,
D08,C1_27C_D7_2B_DI,C1,0.404042453,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,8.080848694,,,0.952853262,0.121905193,11649,4,11645,0,0,0,0,,,,,,,,,13500,,,,,,,,,,,,,,16637.38306,4875.545985,4879.58473,,,,,0.645422995,0.232004404,,,,,,,,,,,,
E06,F1_27C_D7_3A_DI,F1,0.205461159,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,4.109223366,,,0.658218741,0.031125059,11453,2,11451,0,0,0,0,,,,,,,,,18000,,,,,,,,,,,,,,19827.58691,10580.09701,10581.71187,,,,,0.395030916,0.089165732,,,,,,,,,,,,
E07,C1_27C_D7_3C,C1,22.47050858,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,449.4101563,,,25.45725632,19.49132347,11523,218,11305,0,0,0,0,,,,,,,,,13500,,,,,,,,,,,,,,16278.84555,5537.392837,5740.60699,,,,,23.99341202,20.94957352,,,,,,,,,,,,
E08,C1_27C_D7_3C_DI,C1,1.801547885,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,36.03095627,,,2.881396055,1.032910228,9803,15,9788,0,0,0,0,,,,,,,,,13500,,,,,,,,,,,,,,16737.36029,4896.463467,4914.581742,,,,,2.308159351,1.375292778,,,,,,,,,,,,
F06,F1_27C_D7_3B_DI,F1,2.3951931,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,47.903862,,,3.466175556,1.571846485,12292,25,12267,0,0,0,0,,,,,,,,,18000,,,,,,,,,,,,,,20101.5132,10875.11072,10893.87578,,,,,2.906191826,1.948071718,,,,,,,,,,,,
F07,C1_27C_D7_3B,C1,10.69290924,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,213.8581848,,,12.5765152,8.81231308,13705,124,13581,0,0,0,0,,,,,,,,,13500,,,,,,,,,,,,,,16756.87976,5668.48595,5768.81144,,,,,11.65355587,9.733046532,,,,,,,,,,,,
F08,C1_27C_D7_3B_DI,C1,0.727981865,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,14.55963707,,,1.418108463,0.309233218,11316,7,11309,0,0,0,0,,,,,,,,,13500,,,,,,,,,,,,,,17438.53502,4933.587845,4941.32332,,,,,1.041360617,0.484889805,,,,,,,,,,,,
G06,F1_30C_D7_1A_DI,F1,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.304102957,0,11592,0,11592,0,0,0,0,,,,,,,,,18000,,,,,,,,,,,,,,0,10491.15652,10491.15652,,,,,0.13894783,0,,,,,,,,,,,,
G07,C1_30C_D7_1A,C1,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.292761773,0,12041,0,12041,0,0,0,0,,,,,,,,,13500,,,,,,,,,,,,,,0,4920.768208,4920.768208,,,,,0.133766279,0,,,,,,,,,,,,
G08,C1_30C_D7_1A_DI,C1,0.100703672,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,2.014073372,,,0.481038451,0.00422938,11683,1,11682,0,0,0,0,,,,,,,,,13500,,,,,,,,,,,,,,17900.49414,4810.449621,4811.570056,,,,,0.250667393,0.027289841,,,,,,,,,,,,
H06,F1_30C_D7_1B_DI,F1,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.314551353,0,11207,0,11207,0,0,0,0,,,,,,,,,18000,,,,,,,,,,,,,,0,10655.74828,10655.74828,,,,,0.143721476,0,,,,,,,,,,,,
H07,C1_30C_D7_1B,C1,19.70236588,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,394.0473022,,,22.49262047,16.91871452,11561,192,11369,0,0,0,0,,,,,,,,,13500,,,,,,,,,,,,,,16348.60185,6371.847686,6537.537228,,,,,21.12513924,18.28131294,,,,,,,,,,,,
H08,C1_30C_D7_1B_DI,C1,1.826640725,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,36.53281403,,,2.881218195,1.067783833,10313,16,10297,0,0,0,0,,,,,,,,,13500,,,,,,,,,,,,,,16439.87701,4890.256298,4908.174841,,,,,2.322492123,1.407061577,,,,,,,,,,,,
