Well,Sample,Target,Conc(copies/µL),Status,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
A11,CONTROL_31C_1D_D3_G3ITS,G3,0.316553354,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,6.331067085,,,0.746490061,0.095511004,14868,4,14864,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,23691.51074,8209.489735,8213.654928,,,,,0.505655468,0.181770355,,,,,,,,,,,,
A12,CONTROL_31C_1D_D3_G3ITS,G3,0.093463399,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,1.869267941,,,0.446448177,0.003925314,12588,1,12587,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,22138.9082,8361.26252,8362.357026,,,,,0.232644171,0.025327848,,,,,,,,,,,,
B01,D1A_2,D1,122.8071976,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,2456.144043,,,129.3384705,116.3119888,13791,1367,12424,0,0,0,0,,,,,,,,,20000,,,,,,,,,,,,,,23133.32821,8053.977294,9548.682007,,,,,126.1349564,119.4888382,,,,,,,,,,,,
B02,D2B_5,D1,0.07516183,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Kit for Probes,EvaGreen,1.503236532,,,0.35901621,0.0031567,15653,1,15652,0,0,0,0,,,,,,,,,17414.35742,,,,,,,,,,,,,,17737.29102,5317.124409,5317.917878,,,,,0.187086716,0.020368382,,,,,,,,,,,,
B03,CONTROL_30C_1A_D3_DACT,D1,0.081093952,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,1.621879101,,,0.387355179,0.003405834,14508,1,14507,0,0,0,0,,,,,,,,,21500,,,,,,,,,,,,,,23780.66406,7657.056509,7658.167868,,,,,0.201853231,0.02197591,,,,,,,,,,,,
B04,CONTROL_30C_1A_D3_DACT,D1,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.219600976,0,16052,0,16052,0,0,0,0,,,,,,,,,21500,,,,,,,,,,,,,,0,7329.109174,7329.109174,,,,,0.100339949,0,,,,,,,,,,,,
B05,D1_27C_1A_D7,D1,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.239246935,0,14734,0,14734,0,0,0,0,,,,,,,,,21500,,,,,,,,,,,,,,0,6518.016849,6518.016849,,,,,0.109316073,0,,,,,,,,,,,,
B06,D1_30C_1B_D7,D1,15.00706196,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,300.1412354,,,17.083601,12.93418407,15858,201,15657,0,0,0,0,,,,,,,,,21500,,,,,,,,,,,,,,23300.24812,7314.574085,7517.192352,,,,,16.06606293,13.94901562,,,,,,,,,,,,
B07,G3A_2,G3,7537.424805,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,150748.5,,,8043.625,7094.65918,14543,14519,24,0,0,0,0,,,,,,,,,15500,,,,,,,,,,,,,,18984.15522,8989.952291,18967.662,,,,,7785.513672,7305.614258,,,,,,,,,,,,
B08,G3B_5,G3,8.924991608,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,178.4998322,,,10.59407043,7.25827837,14555,110,14445,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,20110.51799,7279.108486,7376.082381,,,,,9.776266098,8.074333191,,,,,,,,,,,,
B09,CONTROL_30C_1A_D3_G3ITS2,G3,0.08662302,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,1.73246038,,,0.413769096,0.003638039,13582,1,13581,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,22893.27734,8094.917392,8096.006949,,,,,0.215616524,0.023474207,,,,,,,,,,,,
B10,CONTROL_30C_1A_D3_G3ITS2,G3,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.236867413,0,14882,0,14882,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,0,8135.356061,8135.356061,,,,,0.108228885,0,,,,,,,,,,,,
B11,G3_30C_1A_D7,G3,3.346322536,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,66.92645264,,,4.467475414,2.431034327,14787,42,14745,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,20841.04562,7556.751866,7594.48368,,,,,3.888445616,2.857245207,,,,,,,,,,,,
B12,G3_10C_1B_D7,G3,227.4301605,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,4548.603027,,,236.8382874,218.0966949,12914,2270,10644,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,21253.13689,8228.72534,10518.13329,,,,,232.2208099,222.6589355,,,,,,,,,,,,
C01,D1A_3,D1,14.59952545,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,291.990509,,,16.8159256,12.38729095,13541,167,13374,0,0,0,0,,,,,,,,,20000,,,,,,,,,,,,,,23679.19882,7885.99404,8080.77029,,,,,15.72982025,13.47031403,,,,,,,,,,,,
C02,D1C_1,D1,744.9598999,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,14899.19824,,,763.8892212,726.3302612,13325,6251,7074,0,0,0,0,,,,,,,,,18500,,,,,,,,,,,,,,21012.96139,8573.456432,14409.05459,,,,,754.5795898,735.4180908,,,,,,,,,,,,
C03,CONTROL_31C_1A_D3_DACT,D1,0.079359882,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,1.587197661,,,0.379071087,0.003333007,14825,1,14824,0,0,0,0,,,,,,,,,21500,,,,,,,,,,,,,,26760.67578,8512.222447,8513.453372,,,,,0.197536662,0.021505998,,,,,,,,,,,,
C04,CONTROL_31C_1A_D3_DACT,D1,0.071624644,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,1.432492852,,,0.342118651,0.003008147,16426,1,16425,0,0,0,0,,,,,,,,,21500,,,,,,,,,,,,,,32458.60156,8267.379309,8268.852049,,,,,0.178281829,0.019409847,,,,,,,,,,,,
C05,D1_27C_1B_D7,D1,4.470161438,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,89.40322876,,,5.703485489,3.429556131,15821,60,15761,0,0,0,0,,,,,,,,,21500,,,,,,,,,,,,,,23135.95456,7428.621172,7488.190099,,,,,5.071127892,3.918892145,,,,,,,,,,,,
C06,D1_30C_1B_D7,D1,1.652094364,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,33.04188538,,,2.426287889,1.063467264,16390,23,16367,0,0,0,0,,,,,,,,,21500,,,,,,,,,,,,,,24227.78227,6996.512912,7020.693461,,,,,2.020540237,1.331478477,,,,,,,,,,,,
C07,G3A_3,G3,795.0094604,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,15900.18945,,,814.9649658,775.3868408,13112,6441,6671,0,0,0,0,,,,,,,,,16250,,,,,,,,,,,,,,19815.43182,7324.344599,13460.33398,,,,,805.1485596,784.9570313,,,,,,,,,,,,
C08,G3C_1,G3,11135.36523,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,222707.3125,,,14864.87793,9295.831055,12901,12900,1,0,0,0,0,,,,,,,,,15500,,,,,,,,,,,,,,18076.2506,15416.12305,18076.0444,,,,,12671.4082,10062.56348,,,,,,,,,,,,
C09,CONTROL_31C_1A_D3_G3ITS2,G3,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.359976023,0,9793,0,9793,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,0,7272.642595,7272.642595,,,,,0.164474696,0,,,,,,,,,,,,
C10,CONTROL_31C_1A_D3_G3ITS2,G3,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.256221086,0,13758,0,13758,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,0,9153.654995,9153.654995,,,,,0.117071398,0,,,,,,,,,,,,
C11,G3_30C_1B_D7,G3,73.71801758,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,1474.360352,,,78.48170471,68.97353363,15213,924,14289,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,20841.83072,7875.743422,8663.271501,,,,,76.14606476,71.29497528,,,,,,,,,,,,
C12,G3_31C_1C_D7,G3,150.4262238,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,3008.524414,,,157.6079865,143.2880249,14147,1698,12449,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,21413.85711,7666.555313,9316.581357,,,,,154.0849152,146.7788696,,,,,,,,,,,,
D01,D1A_4,D1,1.142204523,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,22.84408951,,,1.854685783,0.640966535,14427,14,14413,0,0,0,0,,,,,,,,,21500,,,,,,,,,,,,,,24321.10812,7830.637773,7846.640171,,,,,1.475692511,0.863241136,,,,,,,,,,,,
D02,D1C_2,D1,95.13024139,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,1902.604858,,,100.6670837,89.61933136,14676,1140,13536,0,0,0,0,,,,,,,,,20000,,,,,,,,,,,,,,22633.02554,7418.847192,8600.651725,,,,,97.9519043,92.31533051,,,,,,,,,,,,
D03,CONTROL_27C_1A_D7_DACT,D1,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.224182248,0,15724,0,15724,0,0,0,0,,,,,,,,,21500,,,,,,,,,,,,,,0,7810.68392,7810.68392,,,,,0.102433115,0,,,,,,,,,,,,
D04,CONTROL_27C_1A_D7_DACT,D1,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.200352743,0,17594,0,17594,0,0,0,0,,,,,,,,,21500,,,,,,,,,,,,,,0,7404.944774,7404.944774,,,,,0.091545463,0,,,,,,,,,,,,
D05,D1_27C_2A_D7,D1,2.962097645,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,59.24195099,,,3.981375933,2.134107113,15907,40,15867,0,0,0,0,,,,,,,,,21500,,,,,,,,,,,,,,23911.27222,7203.173508,7245.187964,,,,,3.454380274,2.519086123,,,,,,,,,,,,
D06,D1_30C_2B_D7,D1,2.295986652,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,45.91973114,,,3.205695391,1.577527761,15900,31,15869,0,0,0,0,,,,,,,,,21500,,,,,,,,,,,,,,23604.26985,7014.236321,7046.58167,,,,,2.732656717,1.908613563,,,,,,,,,,,,
D07,G3A_4,G3,74.03523254,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,1480.70459,,,78.92674255,69.16398621,14494,884,13610,0,0,0,0,,,,,,,,,18500,,,,,,,,,,,,,,19893.04994,7326.050971,8092.521723,,,,,76.52836609,71.54738617,,,,,,,,,,,,
D08,G3C_2,G3,7855.803711,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,157116.0781,,,8447.551758,7348.928223,14297,14279,18,0,0,0,0,,,,,,,,,15500,,,,,,,,,,,,,,18802.94538,9905.29324,18791.74318,,,,,8144.179688,7589.158203,,,,,,,,,,,,
D09,CONTROL_27C_1A_D7_G3ITS2,G3,0.077893905,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,1.557878137,,,0.372067809,0.00327144,15104,1,15103,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,25805.09375,8310.589167,8311.747437,,,,,0.193887487,0.021108739,,,,,,,,,,,,
D10,CONTROL_27C_1A_D7_G3ITS2,G3,0.254638135,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,5.092762947,,,0.674996495,0.06042913,13862,3,13859,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,23041.46419,8414.13972,8417.305351,,,,,0.435974091,0.132320061,,,,,,,,,,,,
D11,G3_30C_12C_D7,G3,168.9666748,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,3379.333496,,,176.3721008,161.6075439,15069,2016,13053,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,20514.75,7892.667066,9581.307267,,,,,172.7391205,165.2062531,,,,,,,,,,,,
D12,G3_31C_2A_D7,G3,8.739739418,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,174.7947845,,,10.59618378,7.115482807,13241,98,13143,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,21368.34646,8103.867382,8202.041157,,,,,9.651963234,7.887346745,,,,,,,,,,,,
E01,D1A_5,D1,0.363838136,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,7.276762962,,,0.790763676,0.127912655,16170,5,16165,0,0,0,0,,,,,,,,,21500,,,,,,,,,,,,,,23018.83867,7674.690985,7679.43562,,,,,0.554170251,0.223092198,,,,,,,,,,,,
E02,D1C_3,D1,10.66946316,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,213.389267,,,12.43191051,8.909653664,15618,141,15477,0,0,0,0,,,,,,,,,20000,,,,,,,,,,,,,,22791.14247,7128.804529,7270.204814,,,,,11.56834126,9.771273613,,,,,,,,,,,,
E03,CONTROL_30C_1D_D3_DACT,D1,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.257927299,0,13667,0,13667,0,0,0,0,,,,,,,,,21500,,,,,,,,,,,,,,0,7941.002283,7941.002283,,,,,0.117850944,0,,,,,,,,,,,,
E04,CONTROL_30C_1D_D3_DACT,D1,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.222329795,0,15855,0,15855,0,0,0,0,,,,,,,,,21500,,,,,,,,,,,,,,0,7720.441632,7720.441632,,,,,0.101586737,0,,,,,,,,,,,,
E05,D1_27C_2B_D7,D1,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.220452547,0,15990,0,15990,0,0,0,0,,,,,,,,,21500,,,,,,,,,,,,,,0,7522.116906,7522.116906,,,,,0.100729026,0,,,,,,,,,,,,
E06,D1_30C_3A_D7,D1,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.242673099,0,14526,0,14526,0,0,0,0,,,,,,,,,21500,,,,,,,,,,,,,,0,6580.361367,6580.361367,,,,,0.110881455,0,,,,,,,,,,,,
E07,G3A_5,G3,5.961028099,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,119.2205658,,,7.380048275,4.737612247,15631,79,15552,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,19942.16473,7273.195782,7337.225501,,,,,6.65582943,5.316612244,,,,,,,,,,,,
E08,G3C_3,G3,1019.280151,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,20385.60352,,,1041.646118,997.3314819,14931,8653,6278,0,0,0,0,,,,,,,,,16250,,,,,,,,,,,,,,19469.55938,7174.875653,14300.04465,,,,,1030.638184,1008.030701,,,,,,,,,,,,
E09,CONTROL_30C_1D_D3_G3ITS2,G3,0.081594519,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,1.631890416,,,0.389746487,0.003426856,14419,1,14418,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,19181.6582,8815.609041,8816.327957,,,,,0.203099251,0.022111556,,,,,,,,,,,,
E10,CONTROL_30C_1D_D3_G3ITS2,G3,0.07864897,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,1.57297945,,,0.375674874,0.003303151,14959,1,14958,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,25096.08203,8778.82208,8779.912878,,,,,0.19576703,0.021313351,,,,,,,,,,,,
E11,G3_30C_12D_D7,G3,89.01500702,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,1780.300171,,,94.36711884,83.68714142,14656,1068,13588,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,20934.74882,8023.70283,8964.545974,,,,,91.74263763,86.29369354,,,,,,,,,,,,
E12,G3_31C_1A_D7,G3,35.04680252,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,700.9360352,,,38.64300156,31.46156502,12470,366,12104,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,22882.04775,8477.612164,8900.388702,,,,,36.88022614,33.21623611,,,,,,,,,,,,
F01,D1B_1,D1,798.4035034,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,15968.07031,,,816.4590454,780.6209106,16085,7925,8160,0,0,0,0,,,,,,,,,18500,,,,,,,,,,,,,,20554.36213,8851.897332,14617.6439,,,,,807.5808716,789.2971802,,,,,,,,,,,,
F02,D1C_4,D1,1.094425201,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,21.88850403,,,1.7501086,0.627564788,16132,15,16117,0,0,0,0,,,,,,,,,21500,,,,,,,,,,,,,,23918.64948,7332.009475,7347.432213,,,,,1.402069092,0.835538208,,,,,,,,,,,,
F03,NA_CO_31C_1A_D7_DACT,D1,0.157746121,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,3.154922485,,,0.50533551,0.023897178,14917,2,14915,0,0,0,0,,,,,,,,,20500,,,,,,,,,,,,,,26705.5332,7540.399867,7542.969437,,,,,0.303285688,0.068459213,,,,,,,,,,,,
F04,NA_CO_31C_1A_D7_DACT,D1,0.145756125,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,2.915122509,,,0.466920614,0.022080893,16144,2,16142,0,0,0,0,,,,,,,,,20500,,,,,,,,,,,,,,22484.79297,7258.887433,7260.773695,,,,,0.280232161,0.063255936,,,,,,,,,,,,
F05,D1_27C_3A_D7,D1,0.29446733,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,5.8893466,,,0.694398344,0.088847756,15983,4,15979,0,0,0,0,,,,,,,,,21500,,,,,,,,,,,,,,24475.4751,6898.975353,6903.374152,,,,,0.470373094,0.169088855,,,,,,,,,,,,
F06,D1_30C_3B_D7,D1,1.22570312,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,24.51406288,,,1.960102201,0.702825367,14405,15,14390,0,0,0,0,,,,,,,,,21500,,,,,,,,,,,,,,24066.54701,6730.392109,6748.444335,,,,,1.570273995,0.935749829,,,,,,,,,,,,
F07,G3B_1,G3,11417.90527,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,228358.1094,,,15147.41797,9578.371094,16403,16402,1,0,0,0,0,,,,,,,,,15500,,,,,,,,,,,,,,17786.16237,13067.9834,17785.87473,,,,,12953.94824,10345.10449,,,,,,,,,,,,
F08,G3C_4,G3,70.0373764,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,1400.747559,,,74.48151398,65.60996246,16576,958,15618,0,0,0,0,,,,,,,,,18500,,,,,,,,,,,,,,20471.37132,7432.80274,8186.359008,,,,,72.30269623,67.77641296,,,,,,,,,,,,
F09,NA_CO_31C_1A_D7_G3ITS2,G3,0.081245169,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,1.62490344,,,0.388077497,0.003412184,14481,1,14480,0,0,0,0,,,,,,,,,15500,,,,,,,,,,,,,,17508.19141,8154.848426,8155.494331,,,,,0.202229604,0.022016885,,,,,,,,,,,,
F10,NA_CO_31C_1A_D7_G3ITS2,G3,0.075982206,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,1.519644141,,,0.362935305,0.003191154,15484,1,15483,0,0,0,0,,,,,,,,,15500,,,,,,,,,,,,,,20101.98828,8019.006938,8019.78729,,,,,0.189128831,0.020590695,,,,,,,,,,,,
F11,G3_30C_3B_D7,G3,270.3847351,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,5407.694824,,,279.9304199,260.915863,15200,3121,12079,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,20753.09638,8107.930822,10704.34935,,,,,275.2453003,265.5441589,,,,,,,,,,,,
F12,G3_31C_3B_D7,G3,48.05878067,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,961.1755981,,,52.37991333,43.75346756,11917,477,11440,0,0,0,0,,,,,,,,,19000,,,,,,,,,,,,,,21598.39879,8326.137332,8857.384182,,,,,50.26145935,45.86022568,,,,,,,,,,,,
G01,D1B_2,D1,98.24640656,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,1964.928101,,,104.0951843,92.42656708,13605,1090,12515,0,0,0,0,,,,,,,,,20000,,,,,,,,,,,,,,23515.80982,7933.198824,9181.640279,,,,,101.2268372,95.27349854,,,,,,,,,,,,
G02,D1C_5,D1,0.084629044,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,1.692580938,,,0.404243201,0.003554297,13902,1,13901,0,0,0,0,,,,,,,,,21500,,,,,,,,,,,,,,23446.2207,7308.855616,7310.016411,,,,,0.210652962,0.022933867,,,,,,,,,,,,
